#yyy-mm-dd hh:mm:ss latency xfertime sleeptime bytes url rc op
2017-12-28 15:28:05.265 0.000330 0.000002 0 0 images/000439f7-882c-454b-83b1-2e77a2f6200a 200 GET
2017-12-28 15:28:05.265 0.000855 0.000001 0 0 images/00045d29-b711-4950-9518-1fc9dc6069a8 200 GET
2017-12-28 15:28:05.266 0.009857 0.000004 0 0 images/00046fb7-3842-471a-aebb-142ab8f655ab 200 GET
2017-12-28 15:28:05.348 0.000797 0.000005 0 0 images/00046882-e247-481a-8425-a456a60fcd9e 200 GET
2017-12-28 15:28:05.486 0.000673 0.000007 0 0 images/00045e73-96b4-473a-ac58-3e95f6596cab 200 GET
2017-12-28 15:28:05.528 0.000551 0.000005 0 0 images/00047631-1712-434b-a350-0bfd158b1708 200 GET
2017-12-28 15:28:05.546 0.000588 0.000005 0 0 images/000488db-3140-49ce-8e52-2a63a95b27fb 200 GET
2017-12-28 15:28:05.595 0.000735 0.000016 0 0 images/00047058-0f44-4632-988b-11c5d9a74d9d 200 GET
2017-12-28 15:28:05.598 0.000473 0.000003 0 0 images/000471ec-00d7-4fc8-a05b-16e8a1c67acb 200 GET
2017-12-28 15:28:05.618 0.000386 0.000004 0 0 images/00048a8d-318a-419b-896d-27245709f22a 200 GET
2017-12-28 15:28:05.695 0.000727 0.000005 0 0 images/00045e19-4510-491e-8488-1bcee7833cc9 200 GET
2017-12-28 15:28:05.824 0.000714 0.000005 0 0 images/00048c9b-54bb-4d83-8e31-2954ba063f6a 200 GET
2017-12-28 15:28:05.853 0.000642 0.000005 0 0 images/00048f16-9cbc-45f5-9d04-29cfbcf310b8 200 GET
2017-12-28 15:28:05.925 0.000422 0.000003 0 0 images/000490f9-1ab8-4af0-b0aa-e28f2b5dc6a6 200 GET
2017-12-28 15:28:05.948 0.000534 0.000003 0 0 images/000491c5-fbf5-4acb-b48a-0350390809af 200 GET
2017-12-28 15:28:06.003 0.000655 0.000004 0 0 images/0004955b-4a36-4665-afdb-9eb10e1a4fa5 200 GET
2017-12-28 15:28:06.090 0.000319 0.000002 0 0 images/00049be5-fd5f-44a7-9fb1-1f5a624c0cb6 200 GET
2017-12-28 15:28:06.100 0.000158 0.000001 0 0 images/00049c67-7396-4797-87f9-05d695493cd4 200 GET
2017-12-28 15:28:06.244 0.000745 0.000005 0 0 images/00049fe0-407e-4e99-8e6f-536f9dba45a9 200 GET
2017-12-28 15:28:06.255 0.000544 0.000005 0 0 images/0004955b-e354-4914-8f28-0a36cb8636fd 200 GET
2017-12-28 15:28:06.265 0.000437 0.000007 0 0 images/0004a2bd-0dc4-44a2-9c25-13614127335f 200 GET
2017-12-28 15:28:06.265 0.000589 0.000002 0 0 images/0004ab97-71c2-455b-b4c3-214452f34a7f 200 GET
2017-12-28 15:28:06.266 0.009761 0.000005 0 0 images/0004b08b-376f-43ef-860e-f3985cbe5f92 200 GET
2017-12-28 15:28:06.348 0.000771 0.000019 0 0 images/00040f68-3877-4f4c-a100-35b2028ee062 200 GET
2017-12-28 15:28:06.486 0.000617 0.000005 0 0 images/0004b8a4-d2ea-4a82-bb4d-15d2ade70c5e 200 GET
2017-12-28 15:28:06.528 0.000342 0.000003 0 0 images/0004c9e5-a4e9-44ed-adb3-0705e6d75318 200 GET
2017-12-28 15:28:06.546 0.000517 0.000004 0 0 images/0004ce40-3600-4dec-b5a3-2724b0609c41 200 GET
2017-12-28 15:28:06.595 0.000710 0.000004 0 0 images/0004cf1e-afb3-4a0b-badd-3a9d41c2eaad 200 GET
2017-12-28 15:28:06.598 0.000544 0.000003 0 0 images/0004da2e-7abf-4ea9-8a1c-03606ffb9023 200 GET
